35.059173,-111.68195,3.0
43.608309,-122.118001,4.5
44.26355,-114.812445,3.0
35.033691,-111.656019,0.0
35.377106,-111.804805,0.0
43.70802,-120.847597,0.0
31.747933,-110.740999,3.5
36.059785,-115.561924,4.0
34.083077,-114.762401,4.86
35.97252,-114.91269,1.0
43.380446,-122.760398,4.0
44.411121,-119.541752,3.5
44.79321,-120.001277,4.0
43.63237,-122.779055,2.25
34.030566,-109.622669,0.0
43.8325,-115.935,4.0
30.392954,-95.158313,0.0
44.274241,-121.615033,0.0
36.083545,-114.485137,4.5
42.804475,-124.308025,0.0
36.158527,-78.757698,3.6
35.30275,-93.134345,5.0
38.388626,-81.82666,3.44
36.036007,-114.70769,3.7800000000000002
34.386263,-110.859389,0.0
42.771927,-123.570625,4.0
43.784532,-123.814232,4.5
46.433353,-110.90481,3.5
31.762037,-110.665908,3.25
46.810136,-110.921579,4.0
34.033234,-108.3508,5.0
44.34304,-118.201394,0.0
46.763798,-110.784459,2.0
34.814169,-94.165494,0.0
33.638775,-109.876336,0.0
46.72582,-117.170986,3.0
44.856364,-121.06141,0.0
29.255554,-100.752343,2.5
45.20163,-123.722933,3.0
33.287362,-110.830314,0.0
33.423313,-108.501038,3.38
29.705948,-101.35338,4.36
43.606331,-121.083087,0.0
43.83215,-121.016695,0.0
33.062356,-110.896152,2.0
35.468678,-101.876325,3.71
34.09116,-108.566452,2.22
33.964182,-111.716365,0.0
43.874086,-120.987046,1.0
42.65622,-118.727996,0.0
33.397289,-108.592842,3.43
33.323135,-108.882637,3.42
32.337118,-110.693169,3.71
41.692028,-92.35711,0.0
33.182571,-108.034767,3.6
45.20264,-118.39494,0.0
29.999809,-85.001022,2.29
44.8336,-119.790976,0.0
30.177029,-84.676468,0.0
32.33786,-110.238687,0.0
42.594755,-108.853906,0.0
34.714174,-114.435396,3.88
45.357388,-118.312265,4.09
30.240568,-82.435036,3.31
44.376841,-117.2384,4.67
42.626839,-109.255377,3.5
34.44836,-81.71019,3.03
33.989580000000004,-112.173981,3.5
44.707172,-120.27317,0.0
31.700867,-92.512459,2.0
35.045561,-111.754196,1.0
43.453831,-117.119711,3.5
42.950312,-120.763208,0.0
33.307924,-111.050314,3.5300000000000002
30.688574,-89.060417,3.75
36.08152,-118.527134,3.44
33.986096,-111.720894,0.0
42.946665,-120.742457,0.0
42.961359,-120.724834,0.0
33.392823,-111.351508,3.68
30.445073999999998,-82.670441,3.22
41.17279,-79.4682,0.0
42.723821,-119.860465,4.0
37.939,-112.31547,5.0
43.853169,-121.21811,0.0
31.933119,-109.272082,0.0
37.67269,-112.4873,4.0
37.939872,-107.89721,3.84
37.83698,-112.52523,3.5
44.640769,-117.106554,0.0
45.019828,-117.453777,0.0
33.747531,-114.21608,3.67
48.955241,-116.108017,0.0
38.27814,-112.36095,4.5
34.487553,-112.586977,3.86
37.69397,-112.57497,5.0
34.436396,-112.447845,0.0
37.71951,-112.60935,5.0
34.457994,-112.485076,3.2
38.01043,-112.58635,5.0
34.486444,-112.485093,3.0
37.68867,-112.76771,4.0
43.87325,-121.422037,3.0
35.07482,-111.588673,2.62
35.032878,-111.707686,0.0
33.674671000000004,-113.961107,3.67
31.42917,-110.303601,1.0
37.990148,-105.685411,4.6
32.431644,-110.388638,4.0
31.429797,-110.289931,1.0
33.809112999999996,-111.647364,0.0
33.822383,-109.810801,0.0
39.56554,-119.48964,2.25
33.278737,-83.746865,2.5
46.741586,-105.423952,3.5
34.824855,-111.591109,0.0
46.73042,-105.434573,5.0
34.875383,-92.903849,2.67
39.57537,-119.7523,4.0
30.20436,-93.26048,3.4
40.756589,-98.610602,4.6
40.73959,-108.854901,5.0
33.648417,-111.011162,2.0
46.988385,-104.187872,2.25
33.829693,-110.979597,0.0
39.58841,-119.66657000000001,3.0
36.817001,-107.614197,4.11
31.76914,-109.340359,0.0
34.154999,-107.857498,4.0
34.003193,-109.656635,0.0
33.818798,-108.990753,2.67
36.303032,-111.994572,4.31
44.669074,-111.315755,3.59
34.326216,-111.837588,0.0
47.522877,-114.763706,0.0
33.798216,-110.505048,0.0
38.811726,-79.393501,3.0
32.087048,-90.799944,3.5700000000000003
33.826585,-110.546024,3.0
33.172825,-102.275803,3.58
35.306876,-111.78705,4.67
42.489524,-110.96238,2.0
40.991447,-109.453027,5.0
33.813688,-110.983456,3.67
43.197045,-111.041416,0.0
44.877772,-107.339475,3.0
35.244341,-111.661144,3.6
45.36219,-118.1212,3.67
44.847027,-107.329798,1.0
64.837452,-147.777046,3.5
34.374483,-111.443317,3.92
43.825483,-110.201566,0.0
34.07725,-111.708506,4.63
44.169621,-107.146439,4.0
34.05636,-109.723877,0.0
41.614327,-79.161596,3.43
34.06386,-109.732486,0.0
44.38037,-108.033611,2.71
34.599,-94.357,3.7
32.699006,-109.920309,0.0
30.179319,-98.751132,3.0
34.777647,-111.524998,5.0
42.456917,-85.687828,3.2800000000000002
33.292745,-110.8679,5.0
47.476334,-122.927353,3.48
44.269875,-107.294069,0.0
35.12545,-118.40737,3.67
41.669352,-106.168986,0.0
33.022629,-113.048744,4.46
46.703476,-121.481272,4.5
34.334599,-114.136092,3.71
37.083576,-119.553673,3.23
33.654638,-111.184458,2.0
41.638889,-106.273548,0.0
35.07444,-98.260277,2.6
33.692007,-109.595812,0.0
41.171567,-107.210609,4.0
